pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14
24,Quebec,Québec,24-06-2020,54937,0,5441,54937,568997,23710,43.16,67059,53,0.10,647.46,64.13,17,9.90,4533,90,46.94,25786,303.90,1596,18.81,360,4.24
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,24-06-2020,261,0,3,261,16570,258,98.85,31771,0,0.00,50.04,0.58,0,1.15,222,0,0.00,0,0.00,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,24-06-2020,165,0,2,165,36979,147,89.09,47603,0,0.00,21.24,0.26,0,1.21,265,4,9.70,16,2.06,14,1.80,1,0.13
12,Nova Scotia,Nouvelle-Écosse,24-06-2020,1061,0,63,1061,52936,998,94.06,54495,0,0.00,109.22,6.49,0,5.94,287,0,0.00,0,0.00,0,0.00,1,0.10
11,Prince Edward Island,Île-du-Prince-Édouard,24-06-2020,27,0,0,27,10177,27,100.00,64844,0,0.00,17.20,0.00,0,0.00,151,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,24-06-2020,11,0,0,11,1265,11,100.00,30964,0,0.00,26.93,0.00,0,0.00,6,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,24-06-2020,5,0,0,5,2315,5,100.00,51644,0,0.00,11.15,0.00,0,0.00,76,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,24-06-2020,0,0,0,0,1003,0,N/A,25864,0,0.00,0.00,0.00,0,,8,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,24-06-2020,13,0,,13,76,13,100.00,,0,0.00,,,,,0,0,,,,0,,0,
1,Canada,Canada,24-06-2020,102231,11,8484,102242,2518650,65091,63.66,67005,279,0.27,272.00,22.57,30,8.30,35781,387,28.04,28667,76.26,5117,13.61,524,1.39
59,British Columbia,Colombie-Britannique,25-06-2020,2869,0,173,2869,158259,2517,87.73,31207,20,0.70,56.57,3.41,2,6.03,1522,1,6.24,179,3.53,175,3.45,6,0.12
48,Alberta,Alberta,25-06-2020,7851,0,154,7851,367935,7191,91.59,84170,26,0.33,179.60,3.52,1,1.96,5236,57,6.45,506,11.58,535,12.24,5,0.11
47,Saskatchewan,Saskatchewan,25-06-2020,759,0,13,759,55418,648,85.38,47186,2,0.26,64.63,1.11,0,1.71,485,5,12.91,98,8.34,99,8.43,0,0.00
